LAYER,GM_TYPE,PHH_ID,Type,Pop2016,TDwell2016,URDwell206,DBUID_Idid,HEXUID_IdU,Pruid_Prid,Latitude,Longitude,ONS_ID,ONS_Name,ONS_Region,status,walkscore,description,updated,snapped_lat,snapped_lon,bike.score,bike.description
3,Unknown Point Feature,1412286,3,8.16666666666667,3.27777777777778,3.11111111111111,35061115001,ON45430754,35,45.438327,-75.462054,3076,NAVAN - SARSFIELD,OTTAWA,1,2,Car-Dependent,2023-02-08 18:56:35.074052,45.438,-75.462,26,Somewhat Bikeable
3,Unknown Point Feature,1413019,3,5.5,1.625,1.625,35061123005,ON45430753,35,45.439158,-75.329904,3076,NAVAN - SARSFIELD,OTTAWA,1,1,Car-Dependent,2023-02-08 18:56:35.690040,45.4395,-75.33,26,Somewhat Bikeable
4,Unknown Point Feature,1412271,4,8.16666666666667,3.27777777777778,3.11111111111111,35061115001,ON45430754,35,45.437568,-75.436071,3076,NAVAN - SARSFIELD,OTTAWA,1,1,Car-Dependent,2023-02-08 18:56:35.164204,45.438,-75.4365,27,Somewhat Bikeable
4,Unknown Point Feature,1413136,4,1.53333333333333,0.866666666666667,0.8,35061123016,ON45430753,35,45.437314,-75.30397,3076,NAVAN - SARSFIELD,OTTAWA,1,0,Car-Dependent,2023-02-08 18:56:35.373180,45.438,-75.3045,9,Somewhat Bikeable
3,Unknown Point Feature,1412321,3,11.2307692307692,4,4,35061115008,ON45430754,35,45.41924,-75.452299,3076,NAVAN - SARSFIELD,OTTAWA,1,2,Car-Dependent,2023-02-01 02:20:31.794623,45.4185,-75.453,38,Somewhat Bikeable
3,Unknown Point Feature,1412363,3,7.66666666666667,3.5,3.33333333333333,35061116007,ON45430754,35,45.41719,-75.427097,3076,NAVAN - SARSFIELD,OTTAWA,1,20,Car-Dependent,2023-02-01 02:20:57.023359,45.417,-75.4275,50,Bikeable
3,Unknown Point Feature,1413053,3,3.2,1.35,1.3,35061123009,ON45430753,35,45.418299,-75.331851,3076,NAVAN - SARSFIELD,OTTAWA,1,0,Car-Dependent,2022-08-16 16:20:50.755464,45.4185,-75.3315,25,Somewhat Bikeable
3,Unknown Point Feature,1413061,3,3.2,1.35,1.3,35061123009,ON45430753,35,45.421907,-75.306996,3076,NAVAN - SARSFIELD,OTTAWA,1,0,Car-Dependent,2023-02-08 18:56:35.533808,45.4215,-75.3075,28,Somewhat Bikeable
3,Unknown Point Feature,1382284,3,5.80645161290323,1.93548387096774,1.90322580645161,35060007022,ON45430754,35,45.435779,-75.434669,3076,NAVAN - SARSFIELD,OTTAWA,1,1,Car-Dependent,2022-09-26 00:45:59.747111,45.4365,-75.435,27,Somewhat Bikeable
3,Unknown Point Feature,1382221,3,11.5714285714286,3.57142857142857,3.57142857142857,35060007014,ON45430754,35,45.426813,-75.423774,3076,NAVAN - SARSFIELD,OTTAWA,1,13,Car-Dependent,2023-02-01 02:20:35.279102,45.4275,-75.4245,41,Somewhat Bikeable
3,Unknown Point Feature,1413014,3,3.42857142857143,1.28571428571429,1.28571428571429,35061123004,ON45430753,35,45.444221,-75.313859,3076,NAVAN - SARSFIELD,OTTAWA,1,0,Car-Dependent,2022-11-04 03:09:44.002539,45.444,-75.3135,26,Somewhat Bikeable
3,Unknown Point Feature,1413138,3,1.53333333333333,0.866666666666667,0.8,35061123016,ON45430753,35,45.429266,-75.323496,3076,NAVAN - SARSFIELD,OTTAWA,1,0,Car-Dependent,2023-02-08 18:56:35.407822,45.429,-75.324,41,Somewhat Bikeable
4,Unknown Point Feature,1413069,4,3.2,1.35,1.3,35061123009,ON45430753,35,45.42978,-75.320695,3076,NAVAN - SARSFIELD,OTTAWA,1,0,Car-Dependent,2022-12-08 01:17:31.021703,45.4305,-75.321,38,Somewhat Bikeable
4,Unknown Point Feature,1412442,4,3.35,1.4,1.35,35061118001,ON45410754,35,45.420718,-75.352094,3076,NAVAN - SARSFIELD,OTTAWA,1,3,Car-Dependent,2022-08-11 18:44:07.253824,45.42,-75.3525,40,Somewhat Bikeable
3,Unknown Point Feature,1413206,3,4.82352941176471,1.70588235294118,1.70588235294118,35061124005,ON45480753,35,45.464787,-75.318959,3076,NAVAN - SARSFIELD,OTTAWA,1,0,Car-Dependent,2023-02-08 18:56:35.647883,45.465,-75.3195,26,Somewhat Bikeable
4,Unknown Point Feature,1413177,4,7.20512820512821,3.02564102564103,2.92307692307692,35061124004,ON45430753,35,45.451869,-75.33063,3076,NAVAN - SARSFIELD,OTTAWA,1,0,Car-Dependent,2022-09-19 02:38:03.698205,45.4515,-75.33,26,Somewhat Bikeable
3,Unknown Point Feature,1382299,3,5.80645161290323,1.93548387096774,1.90322580645161,35060007022,ON45430754,35,45.425092,-75.428129,3076,NAVAN - SARSFIELD,OTTAWA,1,18,Car-Dependent,2023-02-01 02:20:28.432423,45.4245,-75.4275,40,Somewhat Bikeable
4,Unknown Point Feature,1413210,4,4.82352941176471,1.70588235294118,1.70588235294118,35061124005,ON45480753,35,45.471186,-75.304044,3076,NAVAN - SARSFIELD,OTTAWA,1,0,Car-Dependent,2022-08-11 13:40:50.871462,45.471,-75.3045,30,Somewhat Bikeable
4,Unknown Point Feature,1412436,4,3.35,1.4,1.35,35061118001,ON45460754,35,45.435243,-75.367655,3076,NAVAN - SARSFIELD,OTTAWA,1,2,Car-Dependent,2023-02-08 18:56:35.575613,45.435,-75.3675,25,Somewhat Bikeable
3,Unknown Point Feature,1382298,3,5.80645161290323,1.93548387096774,1.90322580645161,35060007022,ON45430754,35,45.427663,-75.421295,3076,NAVAN - SARSFIELD,OTTAWA,1,7,Car-Dependent,2022-09-22 03:16:10.736957,45.4275,-75.4215,40,Somewhat Bikeable
4,Unknown Point Feature,1382208,4,8,2.33333333333333,2.33333333333333,35060007010,ON45430754,35,45.426235,-75.42726,3076,NAVAN - SARSFIELD,OTTAWA,1,18,Car-Dependent,2023-02-01 02:20:20.798343,45.426,-75.4275,41,Somewhat Bikeable
3,Unknown Point Feature,1412325,3,6.23529411764706,2.41176470588235,2.23529411764706,35061116001,ON45430754,35,45.421568,-75.440111,3076,NAVAN - SARSFIELD,OTTAWA,1,3,Car-Dependent,2023-02-01 02:20:21.615314,45.4215,-75.4395,31,Somewhat Bikeable
4,Unknown Point Feature,1412445,4,3.35,1.4,1.35,35061118001,ON45410754,35,45.424091,-75.353256,3076,NAVAN - SARSFIELD,OTTAWA,1,0,Car-Dependent,2022-10-15 18:29:06.719206,45.4245,-75.354,42,Somewhat Bikeable
3,Unknown Point Feature,1413221,3,5.9375,2.0625,2,35061124006,ON45460754,35,45.454932,-75.369388,3076,NAVAN - SARSFIELD,OTTAWA,1,0,Car-Dependent,2022-10-14 07:28:49.336012,45.4545,-75.369,32,Somewhat Bikeable
3,Unknown Point Feature,1413055,3,3.2,1.35,1.3,35061123009,ON45430753,35,45.430086,-75.317981,3076,NAVAN - SARSFIELD,OTTAWA,1,0,Car-Dependent,2022-08-11 04:06:16.728041,45.4305,-75.318,38,Somewhat Bikeable
4,Unknown Point Feature,1412368,4,11.625,4.25,4.25,35061117001,ON45430754,35,45.42519,-75.426415,3076,NAVAN - SARSFIELD,OTTAWA,1,19,Car-Dependent,2023-02-01 02:20:43.565840,45.4245,-75.426,41,Somewhat Bikeable
4,Unknown Point Feature,1413026,4,5.5,1.625,1.625,35061123005,ON45430753,35,45.444079,-75.334521,3076,NAVAN - SARSFIELD,OTTAWA,1,12,Car-Dependent,2023-02-08 18:56:35.106589,45.444,-75.3345,28,Somewhat Bikeable
4,Unknown Point Feature,1413067,4,3.2,1.35,1.3,35061123009,ON45430753,35,45.43303,-75.310299,3076,NAVAN - SARSFIELD,OTTAWA,1,0,Car-Dependent,2022-09-11 06:33:53.985695,45.4335,-75.3105,29,Somewhat Bikeable
4,Unknown Point Feature,1412405,4,25,7.2,7.2,35061117005,ON45430754,35,45.416566,-75.417971,3076,NAVAN - SARSFIELD,OTTAWA,1,15,Car-Dependent,2023-02-01 02:20:15.762898,45.417,-75.4185,48,Somewhat Bikeable
3,Unknown Point Feature,1382222,3,11.5714285714286,3.57142857142857,3.57142857142857,35060007014,ON45430754,35,45.423866,-75.423187,3076,NAVAN - SARSFIELD,OTTAWA,1,12,Car-Dependent,2022-08-11 21:44:15.748594,45.4245,-75.423,42,Somewhat Bikeable
3,Unknown Point Feature,1413204,3,4.82352941176471,1.70588235294118,1.70588235294118,35061124005,ON45480753,35,45.460831,-75.316767,3076,NAVAN - SARSFIELD,OTTAWA,1,0,Car-Dependent,2023-02-08 18:56:35.295865,45.4605,-75.3165,26,Somewhat Bikeable
4,Unknown Point Feature,1412372,4,11.625,4.25,4.25,35061117001,ON45430754,35,45.4236,-75.426441,3076,NAVAN - SARSFIELD,OTTAWA,1,3,Car-Dependent,2022-12-19 21:07:18.782214,45.423,-75.426,42,Somewhat Bikeable
3,Unknown Point Feature,1412377,3,3.75,2,1.75,35061117002,ON45430754,35,45.420547,-75.426271,3076,NAVAN - SARSFIELD,OTTAWA,1,23,Car-Dependent,2023-02-01 02:20:17.620805,45.42,-75.426,48,Somewhat Bikeable
4,Unknown Point Feature,1412330,4,6.23529411764706,2.41176470588235,2.23529411764706,35061116001,ON45430754,35,45.422843,-75.42797,3076,NAVAN - SARSFIELD,OTTAWA,1,11,Car-Dependent,2022-09-11 01:53:51.684811,45.423,-75.4275,42,Somewhat Bikeable
3,Unknown Point Feature,1412289,3,4.5,2,2,35061115002,ON45430754,35,45.420375,-75.453385,3076,NAVAN - SARSFIELD,OTTAWA,1,0,Car-Dependent,2022-09-22 03:16:01.729557,45.42,-75.453,38,Somewhat Bikeable
3,Unknown Point Feature,1413062,3,3.2,1.35,1.3,35061123009,ON45430753,35,45.423873,-75.302369,3076,NAVAN - SARSFIELD,OTTAWA,1,0,Car-Dependent,2023-02-08 18:56:35.261017,45.4245,-75.303,34,Somewhat Bikeable
3,Unknown Point Feature,1382289,3,5.80645161290323,1.93548387096774,1.90322580645161,35060007022,ON45430754,35,45.425999,-75.429251,3076,NAVAN - SARSFIELD,OTTAWA,1,7,Car-Dependent,2022-10-13 15:47:23.817593,45.426,-75.429,40,Somewhat Bikeable
4,Unknown Point Feature,1412375,4,11.625,4.25,4.25,35061117001,ON45430754,35,45.422188,-75.422884,3076,NAVAN - SARSFIELD,OTTAWA,1,23,Car-Dependent,2023-02-01 02:20:24.678870,45.4215,-75.423,45,Somewhat Bikeable
4,Unknown Point Feature,1412469,4,4.15384615384615,1.30769230769231,1.30769230769231,35061118003,ON45430754,35,45.427566,-75.395461,3076,NAVAN - SARSFIELD,OTTAWA,1,1,Car-Dependent,2023-02-08 18:56:35.615992,45.4275,-75.396,30,Somewhat Bikeable
4,Unknown Point Feature,1413200,4,4.82352941176471,1.70588235294118,1.70588235294118,35061124005,ON45480753,35,45.478832,-75.317442,3076,NAVAN - SARSFIELD,OTTAWA,1,0,Car-Dependent,2022-09-10 13:22:16.023813,45.4785,-75.318,26,Somewhat Bikeable
3,Unknown Point Feature,1412342,3,10,3.33333333333333,3.33333333333333,35061116002,ON45430754,35,45.419639,-75.436788,3076,NAVAN - SARSFIELD,OTTAWA,1,1,Car-Dependent,2022-09-22 03:16:10.102158,45.42,-75.4365,41,Somewhat Bikeable
3,Unknown Point Feature,1413015,3,3.42857142857143,1.28571428571429,1.28571428571429,35061123004,ON45430753,35,45.44261,-75.325023,3076,NAVAN - SARSFIELD,OTTAWA,1,1,Car-Dependent,2023-02-08 18:56:35.461781,45.4425,-75.3255,26,Somewhat Bikeable
4,Unknown Point Feature,1412441,4,3.35,1.4,1.35,35061118001,ON45410754,35,45.421451,-75.351905,3076,NAVAN - SARSFIELD,OTTAWA,1,1,Car-Dependent,2022-08-13 07:47:37.160741,45.4215,-75.3525,43,Somewhat Bikeable
3,Unknown Point Feature,1413140,3,1.53333333333333,0.866666666666667,0.8,35061123016,ON45430753,35,45.431892,-75.339051,3076,NAVAN - SARSFIELD,OTTAWA,1,5,Car-Dependent,2023-02-08 18:56:35.205403,45.432,-75.339,28,Somewhat Bikeable
4,Unknown Point Feature,1413167,4,7.20512820512821,3.02564102564103,2.92307692307692,35061124004,ON45480753,35,45.474586,-75.324769,3076,NAVAN - SARSFIELD,OTTAWA,1,0,Car-Dependent,2022-09-11 06:33:54.029448,45.474,-75.3255,21,Somewhat Bikeable
3,Unknown Point Feature,1382275,3,5.80645161290323,1.93548387096774,1.90322580645161,35060007022,ON45430754,35,45.426439,-75.427501,3076,NAVAN - SARSFIELD,OTTAWA,1,18,Car-Dependent,2023-02-01 02:20:20.798343,45.426,-75.4275,41,Somewhat Bikeable
3,Unknown Point Feature,1413005,3,2.46153846153846,0.923076923076923,0.923076923076923,35061123002,ON45430753,35,45.429948,-75.282452,3076,NAVAN - SARSFIELD,OTTAWA,1,0,Car-Dependent,2023-02-08 18:57:13.123682,45.4305,-75.282,43,Somewhat Bikeable
4,Unknown Point Feature,1412270,4,8.16666666666667,3.27777777777778,3.11111111111111,35061115001,ON45430754,35,45.430022,-75.431886,3076,NAVAN - SARSFIELD,OTTAWA,1,1,Car-Dependent,2022-11-15 18:04:55.301218,45.4305,-75.432,34,Somewhat Bikeable
3,Unknown Point Feature,1413217,3,5.9375,2.0625,2,35061124006,ON45460754,35,45.449078,-75.366054,3076,NAVAN - SARSFIELD,OTTAWA,1,0,Car-Dependent,2023-02-08 18:57:13.697632,45.4485,-75.366,32,Somewhat Bikeable
3,Unknown Point Feature,1412302,3,9.14285714285714,3.5,3.5,35061115007,ON45430754,35,45.416118,-75.437074,3076,NAVAN - SARSFIELD,OTTAWA,1,2,Car-Dependent,2023-02-08 18:57:12.818319,45.4155,-75.4365,42,Somewhat Bikeable
3,Unknown Point Feature,1412385,3,9.66666666666667,3.26666666666667,3.2,35061117003,ON45430754,35,45.41917,-75.419121,3076,NAVAN - SARSFIELD,OTTAWA,1,17,Car-Dependent,2023-02-01 02:20:23.822807,45.4185,-75.4185,48,Somewhat Bikeable
4,Unknown Point Feature,1413208,4,4.82352941176471,1.70588235294118,1.70588235294118,35061124005,ON45480753,35,45.479232,-75.308467,3076,NAVAN - SARSFIELD,OTTAWA,1,2,Car-Dependent,2022-09-12 12:09:07.219370,45.4785,-75.309,29,Somewhat Bikeable
4,Unknown Point Feature,1413168,4,7.20512820512821,3.02564102564103,2.92307692307692,35061124004,ON45480753,35,45.462712,-75.318213,3076,NAVAN - SARSFIELD,OTTAWA,1,0,Car-Dependent,2023-02-08 18:57:13.250032,45.462,-75.318,26,Somewhat Bikeable
3,Unknown Point Feature,1412054,3,6.57142857142857,2.39285714285714,2.39285714285714,35061113017,ON45430754,35,45.416286,-75.425769,3076,NAVAN - SARSFIELD,OTTAWA,1,11,Car-Dependent,2022-10-13 15:47:28.798136,45.417,-75.426,50,Bikeable
3,Unknown Point Feature,1413074,3,3.7,1.3,1.3,35061123010,ON45410754,35,45.417213,-75.349348,3076,NAVAN - SARSFIELD,OTTAWA,1,6,Car-Dependent,2022-10-13 15:47:24.587957,45.417,-75.3495,26,Somewhat Bikeable
3,Unknown Point Feature,1412360,3,5.4,2,2,35061116005,ON45430754,35,45.417575,-75.430855,3076,NAVAN - SARSFIELD,OTTAWA,1,8,Car-Dependent,2022-08-12 06:17:36.945068,45.417,-75.4305,48,Somewhat Bikeable
3,Unknown Point Feature,1413133,3,1.53333333333333,0.866666666666667,0.8,35061123016,ON45430753,35,45.43227,-75.312926,3076,NAVAN - SARSFIELD,OTTAWA,1,0,Car-Dependent,2023-02-08 18:57:13.549540,45.432,-75.3135,36,Somewhat Bikeable
3,Unknown Point Feature,1382213,3,7.8,2.4,2.4,35060007011,ON45430754,35,45.426702,-75.423057,3076,NAVAN - SARSFIELD,OTTAWA,1,8,Car-Dependent,2022-08-11 18:44:07.954439,45.426,-75.423,42,Somewhat Bikeable
3,Unknown Point Feature,1412994,3,0.714285714285714,0.285714285714286,0.285714285714286,35061123001,ON45430753,35,45.449122,-75.298085,3076,NAVAN - SARSFIELD,OTTAWA,1,0,Car-Dependent,2023-02-08 18:57:13.159451,45.4485,-75.2985,26,Somewhat Bikeable
4,Unknown Point Feature,1412387,4,9.66666666666667,3.26666666666667,3.2,35061117003,ON45430754,35,45.420407,-75.423905,3076,NAVAN - SARSFIELD,OTTAWA,1,20,Car-Dependent,2023-02-01 02:20:19.292982,45.42,-75.4245,47,Somewhat Bikeable
3,Unknown Point Feature,1413164,3,7.20512820512821,3.02564102564103,2.92307692307692,35061124004,ON45430753,35,45.449503,-75.316865,3076,NAVAN - SARSFIELD,OTTAWA,1,0,Car-Dependent,2023-02-08 18:57:13.730593,45.45,-75.3165,26,Somewhat Bikeable
3,Unknown Point Feature,1413219,3,5.9375,2.0625,2,35061124006,ON45460754,35,45.445243,-75.363899,3076,NAVAN - SARSFIELD,OTTAWA,1,0,Car-Dependent,2022-12-08 01:17:27.670894,45.4455,-75.3645,32,Somewhat Bikeable
3,Unknown Point Feature,1413003,3,2.46153846153846,0.923076923076923,0.923076923076923,35061123002,ON45430753,35,45.438107,-75.304596,3076,NAVAN - SARSFIELD,OTTAWA,1,0,Car-Dependent,2023-02-08 18:56:35.373180,45.438,-75.3045,9,Somewhat Bikeable
4,Unknown Point Feature,1412472,4,4.15384615384615,1.30769230769231,1.30769230769231,35061118003,ON45410754,35,45.418198,-75.387519,3076,NAVAN - SARSFIELD,OTTAWA,1,0,Car-Dependent,2023-02-08 18:57:13.407825,45.4185,-75.387,43,Somewhat Bikeable
4,Unknown Point Feature,1382166,4,1.69565217391304,0.652173913043478,0.608695652173913,35060007004,ON45430754,35,45.449493,-75.420107,3076,NAVAN - SARSFIELD,OTTAWA,1,0,Car-Dependent,2022-12-08 01:17:26.894381,45.45,-75.42,35,Somewhat Bikeable
3,Unknown Point Feature,1412280,3,8.16666666666667,3.27777777777778,3.11111111111111,35061115001,ON45430754,35,45.445467,-75.446814,3076,NAVAN - SARSFIELD,OTTAWA,1,6,Car-Dependent,2023-02-08 18:57:13.831950,45.4455,-75.447,27,Somewhat Bikeable
4,Unknown Point Feature,1382153,4,1.69565217391304,0.652173913043478,0.608695652173913,35060007004,ON45460754,35,45.454757,-75.404307,3076,NAVAN - SARSFIELD,OTTAWA,1,0,Car-Dependent,2023-02-08 18:57:13.911713,45.4545,-75.405,35,Somewhat Bikeable
4,Unknown Point Feature,1412053,4,6.57142857142857,2.39285714285714,2.39285714285714,35061113017,ON45430754,35,45.416386,-75.426118,3076,NAVAN - SARSFIELD,OTTAWA,1,11,Car-Dependent,2022-10-13 15:47:28.798136,45.417,-75.426,50,Bikeable
4,Unknown Point Feature,1411997,4,2.04545454545455,0.818181818181818,0.818181818181818,35061113004,ON45410754,35,45.409533,-75.391675,3076,NAVAN - SARSFIELD,OTTAWA,1,6,Car-Dependent,2023-02-08 18:57:13.516193,45.4095,-75.3915,26,Somewhat Bikeable
4,Unknown Point Feature,1412059,4,6.57142857142857,2.39285714285714,2.39285714285714,35061113017,ON45390754,35,45.405311,-75.418481,3076,NAVAN - SARSFIELD,OTTAWA,1,0,Car-Dependent,2022-11-25 09:09:42.546172,45.405,-75.4185,26,Somewhat Bikeable
4,Unknown Point Feature,1412492,4,3.66666666666667,1.33333333333333,1.33333333333333,35061118004,ON45410754,35,45.408794,-75.379356,3076,NAVAN - SARSFIELD,OTTAWA,1,0,Car-Dependent,2022-12-08 01:17:29.331402,45.4095,-75.3795,22,Somewhat Bikeable
3,Unknown Point Feature,1413002,3,2.46153846153846,0.923076923076923,0.923076923076923,35061123002,ON45430753,35,45.432253,-75.300746,3076,NAVAN - SARSFIELD,OTTAWA,1,0,Car-Dependent,2022-08-11 15:48:57.416693,45.432,-75.3,34,Somewhat Bikeable
3,Unknown Point Feature,1412276,3,8.16666666666667,3.27777777777778,3.11111111111111,35061115001,ON45410755,35,45.422068,-75.459555,3076,NAVAN - SARSFIELD,OTTAWA,1,6,Car-Dependent,2023-02-01 02:20:21.315754,45.4215,-75.459,40,Somewhat Bikeable
4,Unknown Point Feature,1412294,4,9.14285714285714,3.5,3.5,35061115007,ON45430754,35,45.421612,-75.440483,3076,NAVAN - SARSFIELD,OTTAWA,1,1,Car-Dependent,2022-11-01 01:08:08.700772,45.4215,-75.441,36,Somewhat Bikeable
4,Unknown Point Feature,1413012,4,3.42857142857143,1.28571428571429,1.28571428571429,35061123004,ON45430753,35,45.448324,-75.319183,3076,NAVAN - SARSFIELD,OTTAWA,1,1,Car-Dependent,2023-02-08 18:38:15.559772,45.4485,-75.3195,26,Somewhat Bikeable
4,Unknown Point Feature,1413201,4,4.82352941176471,1.70588235294118,1.70588235294118,35061124005,ON45480753,35,45.480409,-75.31204,3076,NAVAN - SARSFIELD,OTTAWA,1,0,Car-Dependent,2022-12-05 23:52:09.026286,45.48,-75.312,27,Somewhat Bikeable
3,Unknown Point Feature,1413044,3,12.375,5,4.875,35061123007,ON45460754,35,45.442427,-75.348262,3076,NAVAN - SARSFIELD,OTTAWA,1,0,Car-Dependent,2022-08-12 03:15:49.827124,45.4425,-75.348,28,Somewhat Bikeable
4,Unknown Point Feature,1413024,4,5.5,1.625,1.625,35061123005,ON45430753,35,45.445257,-75.329515,3076,NAVAN - SARSFIELD,OTTAWA,1,7,Car-Dependent,2023-02-08 18:57:13.213554,45.4455,-75.33,27,Somewhat Bikeable
4,Unknown Point Feature,1412057,4,6.57142857142857,2.39285714285714,2.39285714285714,35061113017,ON45430754,35,45.419173,-75.433375,3076,NAVAN - SARSFIELD,OTTAWA,1,17,Car-Dependent,2023-02-01 02:20:38.352380,45.4185,-75.4335,41,Somewhat Bikeable
3,Unknown Point Feature,1412284,3,8.16666666666667,3.27777777777778,3.11111111111111,35061115001,ON45430754,35,45.424798,-75.435687,3076,NAVAN - SARSFIELD,OTTAWA,1,1,Car-Dependent,2022-12-10 10:53:54.188349,45.4245,-75.435,31,Somewhat Bikeable
4,Unknown Point Feature,1413166,4,7.20512820512821,3.02564102564103,2.92307692307692,35061124004,ON45480753,35,45.47062,-75.322607,3076,NAVAN - SARSFIELD,OTTAWA,1,0,Car-Dependent,2023-02-08 18:57:13.299844,45.471,-75.3225,13,Somewhat Bikeable
3,Unknown Point Feature,1412311,3,11.2307692307692,4,4,35061115008,ON45410755,35,45.414447,-75.461197,3076,NAVAN - SARSFIELD,OTTAWA,1,5,Car-Dependent,2023-02-08 18:57:13.087436,45.414,-75.4605,34,Somewhat Bikeable
4,Unknown Point Feature,1412058,4,6.57142857142857,2.39285714285714,2.39285714285714,35061113017,ON45390754,35,45.409402,-75.420693,3076,NAVAN - SARSFIELD,OTTAWA,1,2,Car-Dependent,2022-10-04 23:57:36.960322,45.4095,-75.42,30,Somewhat Bikeable
4,Unknown Point Feature,1412386,4,9.66666666666667,3.26666666666667,3.2,35061117003,ON45430754,35,45.419328,-75.419423,3076,NAVAN - SARSFIELD,OTTAWA,1,10,Car-Dependent,2022-11-02 14:57:05.063894,45.42,-75.42,45,Somewhat Bikeable
3,Unknown Point Feature,1412462,3,3.86666666666667,1.4,1.4,35061118002,ON45410754,35,45.409214,-75.382066,3076,NAVAN - SARSFIELD,OTTAWA,1,4,Car-Dependent,2023-02-08 18:57:12.856513,45.4095,-75.3825,20,Somewhat Bikeable
4,Unknown Point Feature,1412359,4,5.4,2,2,35061116005,ON45430754,35,45.418684,-75.429433,3076,NAVAN - SARSFIELD,OTTAWA,1,3,Car-Dependent,2022-12-09 22:03:28.457264,45.4185,-75.429,49,Somewhat Bikeable
4,Unknown Point Feature,1413174,4,7.20512820512821,3.02564102564103,2.92307692307692,35061124004,ON45460754,35,45.455766,-75.332796,3076,NAVAN - SARSFIELD,OTTAWA,1,0,Car-Dependent,2022-08-11 09:30:12.151709,45.456,-75.333,26,Somewhat Bikeable
4,Unknown Point Feature,1413010,4,3.42857142857143,1.28571428571429,1.28571428571429,35061123004,ON45430753,35,45.44671,-75.324443,3076,NAVAN - SARSFIELD,OTTAWA,1,1,Car-Dependent,2023-02-08 18:57:13.624024,45.447,-75.324,26,Somewhat Bikeable
4,Unknown Point Feature,1413039,4,10.3571428571429,2.85714285714286,2.85714285714286,35061123006,ON45460754,35,45.439781,-75.351246,3076,NAVAN - SARSFIELD,OTTAWA,1,0,Car-Dependent,2022-12-01 00:39:44.019372,45.4395,-75.351,28,Somewhat Bikeable
3,Unknown Point Feature,1412457,3,3.86666666666667,1.4,1.4,35061118002,ON45410754,35,45.424462,-75.390586,3076,NAVAN - SARSFIELD,OTTAWA,1,0,Car-Dependent,2022-11-04 16:42:48.814296,45.4245,-75.39,33,Somewhat Bikeable
4,Unknown Point Feature,1413072,4,3.7,1.3,1.3,35061123010,ON45430753,35,45.423964,-75.335258,3076,NAVAN - SARSFIELD,OTTAWA,1,1,Car-Dependent,2023-02-08 18:57:13.448885,45.4245,-75.336,43,Somewhat Bikeable
3,Unknown Point Feature,1382174,3,1.69565217391304,0.652173913043478,0.608695652173913,35060007004,ON45460754,35,45.450988,-75.377176,3076,NAVAN - SARSFIELD,OTTAWA,1,0,Car-Dependent,2023-02-08 18:57:13.332877,45.4515,-75.3765,35,Somewhat Bikeable
4,Unknown Point Feature,1413036,4,10.3571428571429,2.85714285714286,2.85714285714286,35061123006,ON45430753,35,45.437106,-75.34205,3076,NAVAN - SARSFIELD,OTTAWA,1,14,Car-Dependent,2023-02-08 18:57:13.797244,45.4365,-75.342,28,Somewhat Bikeable
3,Unknown Point Feature,1415295,3,4.5625,1.4375,1.4375,35061140033,ON45200760,35,45.203402,-76.020445,3075,MUNSTER - ASHTON,OTTAWA,1,0,Car-Dependent,2022-12-19 09:36:56.885034,45.204,-76.02,29,Somewhat Bikeable
3,Unknown Point Feature,1415382,3,3.95744680851064,1.40425531914894,1.38297872340426,35061140039,ON45200760,35,45.201093,-76.014685,3075,MUNSTER - ASHTON,OTTAWA,1,0,Car-Dependent,2022-10-13 12:15:11.850317,45.201,-76.014,32,Somewhat Bikeable
